artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,key_A,key_A#,key_B,key_C#,key_D,key_D#,key_E,key_F,key_F#,key_G,key_G#,key_NA,mode_Major,mode_Minor,new_releases_2010,all_playlists,log_in_spotify_playlists,log_in_apple_playlists,log_in_deezer_playlists,log_all_playlists,log_speechiness_%,log_danceability_%
3,2022,12,2,2959,16,401036314.0,41,69,38,0,36,117,72,45,59,14,0,20,21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3038,7.992944547318106,3.7376696182833684,3.6635616461296463,8.019283792916793,3.091042453358316,4.290459441148391
2,2023,4,4,291,8,127026613.0,8,78,4,1,1,133,78,90,84,31,0,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,303,5.676753802268282,2.1972245773362196,1.6094379124341003,5.717027701406222,1.6094379124341003,4.3694478524670215
1,2022,12,2,2321,36,345031710.0,29,65,34,5,3,96,74,61,83,11,0,35,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2384,7.7501841622578365,3.4011973816621555,3.5553480614894135,7.776954403322442,1.9459101490553132,4.31748811353631
2,2022,12,1,536,10,288101651.0,10,72,8,3,14,149,66,85,60,40,0,14,13,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,554,6.285998094508865,2.3978952727983707,2.1972245773362196,6.318968113746434,2.6390573296152584,4.204692619390966
2,2023,5,26,359,2,60350538.0,1,0,9,0,0,110,66,32,40,81,0,11,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,369,5.886104031450156,0.6931471805599453,2.302585092994046,5.91350300563827,1.3862943611198906,4.204692619390966
1,2022,11,30,4096,6,335074782.0,118,48,143,0,240,105,95,62,52,3,0,5,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4357,8.318010277546872,4.77912349311153,4.969813299576001,8.379768515504566,2.833213344056216,4.564348191467836
1,2023,5,22,349,69,76767396.0,8,96,5,0,56,105,80,69,78,28,0,11,14,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,362,5.857933154483459,2.1972245773362196,1.791759469228055,5.8944028342648505,2.70805020110221,4.394449154672439
2,2023,5,26,381,5,46065667.0,23,82,6,0,113,134,76,61,58,6,0,16,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,410,5.945420608606575,3.1780538303479458,1.9459101490553132,6.018593214496234,1.3862943611198906,4.343805421853684
1,2022,7,8,2461,36,459276435.0,47,66,45,5,6,170,71,59,56,4,0,27,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2553,7.808729306744399,3.871201010907891,3.828641396489095,7.845416036592485,2.5649493574615367,4.276666119016055
2,2023,6,2,277,1,39666245.0,1,20,5,0,1,81,59,26,60,46,1,25,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,283,5.627621113690637,0.6931471805599453,1.791759469228055,5.648974238161206,2.6390573296152584,4.0943445622221
2,2023,3,1,967,5,138517666.0,7,29,51,1,29,154,63,75,92,31,0,91,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1025,6.875232087276577,2.0794415416798357,3.9512437185814275,6.933423025730715,1.791759469228055,4.1588830833596715
1,2022,6,29,8186,12,822633917.0,155,72,131,16,29,169,69,69,51,63,0,38,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8472,9.010302809376448,5.049856007249537,4.882801922586371,9.044639916198465,1.6094379124341003,4.248495242049359
1,2022,7,29,7842,10,595900742.0,215,88,330,26,23,115,78,64,69,4,0,7,14,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,8387,8.967376693212666,5.375278407684165,5.802118375377063,9.03455739202181,2.70805020110221,4.3694478524670215
2,2023,6,5,215,6,51985779.0,6,14,8,2,4,84,43,14,74,1,0,19,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,229,5.375278407684165,1.9459101490553132,2.1972245773362196,5.438079308923196,2.1972245773362196,3.784189633918261
2,2023,5,18,1134,22,57945987.0,39,14,48,2,3,93,79,58,62,11,0,11,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1221,7.034387929915503,3.6888794541139363,3.8918202981106265,7.108244139731541,3.1780538303479458,4.382026634673881
2,2023,4,21,1305,34,115010040.0,29,26,43,5,44,91,82,47,62,10,0,10,15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1377,7.174724309836376,3.4011973816621555,3.784189633918261,7.228388451573604,2.772588722239781,4.418840607796598
1,2023,4,7,2066,6,175097833.0,58,70,43,0,182,142,82,54,44,6,0,33,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2167,7.633853559681768,4.07753744390572,3.784189633918261,7.681560362559537,2.0794415416798357,4.418840607796598
2,2023,5,19,896,0,57089066.0,34,2,33,0,1,126,78,20,70,1,0,16,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,963,6.799055862058796,3.5553480614894135,3.5263605246161616,6.871091294610546,1.6094379124341003,4.3694478524670215
1,2022,10,21,3763,8,488386797.0,51,43,38,10,1,97,73,10,44,26,0,16,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3852,8.23323750070527,3.9512437185814275,3.6635616461296463,8.256607344626158,2.1972245773362196,4.30406509320417
5,2023,6,2,197,0,32761689.0,3,10,3,0,0,101,92,59,51,41,51,26,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,203,5.288267030694535,1.3862943611198906,1.3862943611198906,5.318119993844216,2.1972245773362196,4.532599493153256
1,2022,5,6,4004,33,1047480053.0,34,65,43,6,2,98,80,23,48,14,0,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4081,8.29529885950246,3.5553480614894135,3.784189633918261,8.31434234336979,1.791759469228055,4.394449154672439
1,2023,1,27,984,5,153454328.0,8,57,76,2,49,154,59,63,89,18,0,80,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1068,6.892641641172089,2.1972245773362196,4.343805421853684,6.974478911025045,2.302585092994046,4.0943445622221
1,2023,2,14,1240,24,217672943.0,51,29,63,4,54,120,91,63,58,52,0,31,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1354,7.123672785204607,3.9512437185814275,4.1588830833596715,7.2115567333138015,3.1354942159291497,4.5217885770490405
1,2022,10,17,3995,13,457184829.0,72,27,47,0,0,150,49,4,55,7,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4114,8.293049139768444,4.290459441148391,3.871201010907891,8.32239411311117,1.3862943611198906,3.912023005428146
1,2016,1,21,7681,13,939844851.0,119,66,1145,2,0,174,47,27,78,11,0,10,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8945,8.94663520890585,4.787491742782046,7.044032897274685,9.098961783992793,2.1972245773362196,3.871201010907891
1,2021,9,1,4427,4,726434358.0,69,100,154,20,438,202,34,25,51,69,0,18,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4650,8.395703293828527,4.248495242049359,5.043425116919247,8.444837529224097,1.6094379124341003,3.5553480614894135
2,2022,11,4,4657,18,573633020.0,84,84,42,0,23,153,56,42,52,5,0,36,24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4783,8.446341450444287,4.442651256490317,3.7612001156935624,8.473032295630468,3.2188758248682006,4.04305126783455
1,2021,10,14,10195,20,1406111294.0,258,87,657,22,9,142,60,13,37,58,0,13,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,11110,9.229750765496005,5.556828061699537,6.489204931325317,9.315690887584008,1.3862943611198906,4.110873864173311
2,2023,5,11,269,4,71573339.0,7,2,30,1,11,108,84,55,47,26,0,20,64,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,306,5.598421958998375,2.0794415416798357,3.4339872044851463,5.726847747587197,4.174387269895637,4.442651256490317
2,2023,6,2,214,0,24975653.0,3,3,6,0,0,143,83,25,69,4,0,23,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,223,5.3706380281276624,1.3862943611198906,1.9459101490553132,5.4116460518550396,2.5649493574615367,4.430816798843313
1,2023,2,14,845,2,145458418.0,12,57,47,1,33,108,67,55,67,60,0,80,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,904,6.740519359606223,2.5649493574615367,3.871201010907891,6.807934943699926,1.791759469228055,4.219507705176107
1,2000,1,1,20763,27,1424589568.0,81,53,3271,1,17,104,95,78,66,3,0,4,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24115,9.94097599694712,4.406719247264253,8.093156697722637,10.090630799609297,1.9459101490553132,4.564348191467836
3,2022,12,16,1267,20,231332117.0,41,22,56,4,84,93,84,96,79,43,0,18,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1364,7.145196134997171,3.7376696182833684,4.04305126783455,7.21890970761906,2.4849066497880004,4.442651256490317
1,2021,12,10,2585,32,415932686.0,3,79,21,1,54,105,65,46,53,16,0,9,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2609,7.857867559331803,1.3862943611198906,3.091042453358316,7.867105500316739,1.791759469228055,4.189654742026425
1,2022,6,10,6330,6,988515741.0,109,42,158,3,31,170,44,27,32,89,0,14,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6597,8.753213480544126,4.700480365792417,5.0689042022202315,8.794521851788527,1.791759469228055,3.8066624897703196
3,2023,5,4,675,1,50847624.0,9,13,11,0,1,178,62,56,66,18,0,12,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,695,6.516193076042964,2.302585092994046,2.4849066497880004,6.54534966033442,1.791759469228055,4.143134726391533
1,2023,5,5,715,0,39893489.0,37,3,27,0,50,176,50,44,76,10,0,32,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,779,6.573680166960646,3.6375861597263857,3.332204510175204,6.659293919683638,1.791759469228055,3.9318256327243257
2,2023,5,1,327,13,92035115.0,14,110,9,0,49,104,80,38,88,11,0,11,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,350,5.793013608384144,2.70805020110221,2.302585092994046,5.860786223465865,1.791759469228055,4.394449154672439
1,2023,4,21,244,12,118810253.0,6,84,10,2,9,85,70,83,84,31,0,47,30,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,260,5.501258210544727,1.9459101490553132,2.3978952727983707,5.564520407322694,3.4339872044851463,4.2626798770413155
2,2023,4,30,385,4,77233241.0,17,7,41,1,29,117,77,69,58,39,0,26,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,443,5.955837369464831,2.8903717578961645,3.7376696182833684,6.095824562432225,1.791759469228055,4.356708826689592
1,2023,2,24,1020,35,206399629.0,15,26,30,6,0,80,52,57,48,86,0,15,39,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1065,6.928537818164665,2.772588722239781,3.4339872044851463,6.97166860472579,3.6888794541139363,3.970291913552122
1,2023,4,7,1730,3,117747907.0,46,5,51,0,20,98,44,36,41,50,0,38,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1827,7.456454555176209,3.8501476017100584,3.9512437185814275,7.510977752014095,1.791759469228055,3.8066624897703196
2,2023,2,2,2127,33,266624541.0,45,80,53,8,4,178,79,58,78,34,0,11,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2225,7.662937850461535,3.828641396489095,3.9889840465642745,7.70796153183549,3.258096538021482,4.382026634673881
1,2022,4,8,3242,9,293186992.0,67,55,48,0,6,148,51,27,33,48,0,22,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3357,8.084254106307318,4.219507705176107,3.8918202981106265,8.119100837637486,1.3862943611198906,3.9512437185814275
1,2023,2,24,526,10,139681964.0,15,93,30,0,320,120,77,94,66,65,0,38,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,571,6.267200548541362,2.772588722239781,3.4339872044851463,6.349138991379798,1.3862943611198906,4.356708826689592
1,2023,4,10,366,15,123132751.0,16,102,7,0,55,122,68,38,88,1,0,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,389,5.905361848054571,2.833213344056216,2.0794415416798357,5.966146739123692,1.791759469228055,4.23410650459726
1,1997,1,1,472,2,103762518.0,0,0,6,0,0,144,74,75,73,42,0,9,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,478,6.159095388491933,0.0,1.9459101490553132,6.171700597410915,1.6094379124341003,4.31748811353631
2,2023,3,4,432,12,162887075.0,8,14,12,2,33,96,93,47,47,33,0,10,36,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,452,6.07073772800249,2.1972245773362196,2.5649493574615367,6.115892125483034,3.6109179126442243,4.543294782270004
1,2023,4,24,271,12,91221625.0,16,103,9,0,55,137,77,35,88,16,0,17,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,296,5.605802066295998,2.833213344056216,2.302585092994046,5.6937321388027,2.302585092994046,4.356708826689592
1,2022,4,22,816,4,190490915.0,21,4,13,0,4,121,94,71,61,12,0,53,42,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,850,6.705639094860003,3.091042453358316,2.6390573296152584,6.7464121285733745,3.7612001156935624,4.553876891600541
2,2023,4,21,1169,0,96180277.0,36,65,28,0,0,119,60,10,57,1,0,50,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1233,7.064759027791802,3.6109179126442243,3.367295829986474,7.1180162044653335,1.3862943611198906,4.110873864173311
1,2019,8,23,1282,6,185240616.0,26,6,19,0,5,96,72,40,47,71,0,13,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1327,7.1569563646156364,3.295836866004329,2.995732273553991,7.191429330036379,1.6094379124341003,4.290459441148391
1,2022,4,21,6587,34,885093467.0,114,104,147,11,20,111,87,53,52,66,1,11,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,6848,8.79300509129753,4.74493212836325,4.997212273764115,8.831857935197906,1.791759469228055,4.477336814478207
2,2023,4,14,1444,4,104992946.0,0,0,0,0,0,148,90,74,68,14,0,10,19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1444,7.275864600546533,0.0,0.0,7.275864600546533,2.995732273553991,4.51085950651685
2,2023,2,3,356,10,147290338.0,4,64,4,2,37,182,57,80,59,8,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,364,5.877735781779639,1.6094379124341003,1.6094379124341003,5.8998973535824915,1.791759469228055,4.060443010546419
1,2021,9,9,10147,30,1302184087.0,234,71,543,18,0,141,79,82,86,28,0,4,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,10924,9.225031920719173,5.459585514144159,6.298949246855942,9.298809019963791,2.302585092994046,4.382026634673881
2,2022,12,30,265,6,158950978.0,8,84,5,1,4,145,76,80,81,19,0,6,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,278,5.583496308781699,2.1972245773362196,1.791759469228055,5.631211781821365,2.302585092994046,4.343805421853684
2,2023,4,25,351,9,76910644.0,16,90,10,0,64,110,76,26,70,1,0,41,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,377,5.863631175598097,2.833213344056216,2.3978952727983707,5.934894195619588,1.9459101490553132,4.343805421853684
1,2022,8,16,158,4,137123880.0,5,6,1,1,18,134,70,35,41,41,0,10,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,164,5.0689042022202315,1.791759469228055,0.6931471805599453,5.10594547390058,1.3862943611198906,4.2626798770413155
1,2022,7,28,7613,33,782369383.0,180,90,422,15,55,130,92,78,62,18,0,6,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,8215,8.937743936942443,5.198497031265826,6.0473721790462776,9.013838751608395,2.3978952727983707,4.532599493153256
1,2022,10,21,3956,6,502574952.0,142,23,127,3,16,145,84,88,53,35,0,8,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4225,8.283241441385425,4.962844630259907,4.852030263919617,8.349011198176003,2.0794415416798357,4.442651256490317
3,2023,2,5,1638,10,207033255.0,0,0,21,0,0,130,69,36,90,1,10,15,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1659,7.40184157874383,0.0,3.091042453358316,7.414572881350589,1.6094379124341003,4.248495242049359
1,2022,4,28,924,18,404887295.0,17,80,22,9,38,173,59,69,53,12,0,23,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,963,6.829793737512425,2.8903717578961645,3.1354942159291497,6.871091294610546,1.3862943611198906,4.0943445622221
1,2022,11,4,1985,35,381161027.0,34,26,37,5,1,92,75,55,76,25,0,10,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2056,7.593877844605118,3.5553480614894135,3.6375861597263857,7.6290038896529575,2.772588722239781,4.330733340286331
1,2014,6,5,6339,13,466231982.0,3,1,36,1,37,105,56,57,87,0,1,10,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6378,8.754634047431272,1.3862943611198906,3.6109179126442243,8.760766624241956,1.6094379124341003,4.04305126783455
1,2021,11,25,1561,24,357580552.0,18,78,24,0,30,175,59,15,64,43,90,12,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1603,7.3537223303996315,2.9444389791664403,3.2188758248682006,7.38025578842646,2.3978952727983707,4.0943445622221
2,2023,4,27,875,4,61105704.0,17,13,27,0,43,120,80,33,70,22,0,9,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,919,6.775366090936392,2.8903717578961645,3.332204510175204,6.824373670043086,1.6094379124341003,4.394449154672439
2,2022,12,24,406,5,198275403.0,3,31,2,1,0,139,70,77,48,37,0,12,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,411,6.008813185442595,1.3862943611198906,1.0986122886681098,6.021023349349527,1.791759469228055,4.2626798770413155
1,2023,3,17,340,13,168448603.0,4,71,16,1,9,132,59,56,82,12,0,12,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,360,5.831882477283517,1.6094379124341003,2.833213344056216,5.8888779583328805,1.9459101490553132,4.0943445622221
2,2018,3,29,4188,15,705469769.0,30,70,142,0,27,114,32,17,74,14,0,17,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4360,8.340217320947035,3.4339872044851463,4.962844630259907,8.380456667842767,1.3862943611198906,3.4965075614664802
2,2023,5,4,105,0,34502215.0,5,9,5,0,0,145,54,19,48,36,0,37,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,115,4.663439094112067,1.791759469228055,1.791759469228055,4.7535901911063645,1.791759469228055,4.007333185232471
1,2022,9,16,1524,17,482175240.0,53,120,62,0,2,110,82,67,69,0,0,18,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1639,7.329749689041512,3.9889840465642745,4.143134726391533,7.402451520818244,1.6094379124341003,4.418840607796598
2,2022,12,22,2651,30,304118600.0,21,55,32,3,0,94,89,61,66,17,0,36,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2704,7.883069351305753,3.091042453358316,3.4965075614664802,7.902857191280582,2.833213344056216,4.499809670330265
1,2018,3,29,11087,6,1449799467.0,151,107,801,1,105,134,45,17,60,21,0,33,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,12039,9.313618721429684,5.0238805208462765,6.687108607866515,9.395989718862811,1.6094379124341003,3.828641396489095
1,2023,3,24,373,19,173627354.0,4,72,5,0,5,120,62,32,76,0,0,39,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,382,5.924255797414532,1.6094379124341003,1.791759469228055,5.948034989180646,1.6094379124341003,4.143134726391533
2,2023,2,2,200,4,90025258.0,8,77,2,1,1,123,70,86,68,24,0,11,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,210,5.303304908059076,2.1972245773362196,1.0986122886681098,5.351858133476067,1.6094379124341003,4.2626798770413155
2,2021,12,3,3741,17,652704649.0,156,35,110,19,0,131,77,84,71,35,0,15,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4007,8.227375506834035,5.056245805348308,4.709530201312334,8.2960476427647,1.6094379124341003,4.356708826689592
1,2002,1,1,32502,21,1829992958.0,247,54,5567,1,51,171,70,6,73,1,0,36,26,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,38316,10.389087671750044,5.5134287461649825,8.624791202014256,10.553648940919915,3.295836866004329,4.2626798770413155
2,2002,5,26,7615,14,655466831.0,18,51,1005,0,0,130,80,64,76,2,0,20,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8638,8.938006576471201,2.9444389791664403,6.913737350659685,9.064042114358884,1.9459101490553132,4.394449154672439
3,2023,3,2,1208,34,146409671.0,10,41,20,0,1,94,82,53,67,34,0,9,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1238,7.097548850614793,2.3978952727983707,3.044522437723423,7.122059881629142,2.1972245773362196,4.418840607796598
2,2023,4,7,209,4,95816024.0,4,45,11,2,24,89,73,44,57,39,0,32,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,224,5.3471075307174685,1.6094379124341003,2.4849066497880004,5.41610040220442,1.9459101490553132,4.30406509320417
1,2023,3,17,1235,9,117206995.0,20,8,15,0,6,87,65,71,56,4,0,15,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1270,7.119635638017636,3.044522437723423,2.772588722239781,7.147559271189454,3.044522437723423,4.189654742026425
2,2023,3,22,654,3,100409613.0,11,3,18,1,1,124,72,79,78,55,0,15,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,683,6.484635235635252,2.4849066497880004,2.9444389791664403,6.52795791762255,3.4339872044851463,4.290459441148391
2,2023,3,27,1479,0,80758350.0,23,0,18,0,33,78,71,80,65,51,0,22,32,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1520,7.299797366758161,3.1780538303479458,2.9444389791664403,7.327123292259293,3.4965075614664802,4.276666119016055
2,2022,11,1,4942,26,325592432.0,190,104,147,18,63,120,70,70,79,7,0,18,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5279,8.505727713306959,5.25227342804663,4.997212273764115,8.571681376700306,2.3978952727983707,4.2626798770413155
2,2023,3,31,709,0,58473276.0,8,1,13,0,0,96,48,50,80,40,0,37,20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,730,6.565264970035361,2.1972245773362196,2.6390573296152584,6.594413459749778,3.044522437723423,3.8918202981106265
1,2023,3,25,660,0,52722996.0,22,7,11,0,78,106,73,22,86,31,0,12,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,693,6.493753839851686,3.1354942159291497,2.4849066497880004,6.542471960506805,1.6094379124341003,4.30406509320417
1,2021,12,24,489,17,191945597.0,4,11,5,1,2,170,78,75,46,62,0,12,35,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,498,6.194405391104672,1.6094379124341003,1.791759469228055,6.212606095751519,3.58351893845611,4.3694478524670215
2,2023,3,24,407,0,77377503.0,16,15,5,0,1,134,67,11,76,8,47,30,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,428,6.0112671744041615,2.833213344056216,1.791759469228055,6.061456918928017,2.0794415416798357,4.219507705176107
1,2022,5,20,7461,8,743693613.0,166,42,199,16,58,115,71,90,73,30,0,11,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,7826,8.917578753781104,5.117993812416755,5.298317366548036,8.965334573804839,1.791759469228055,4.276666119016055
1,2022,12,9,993,4,267789608.0,30,84,88,1,28,130,74,79,87,45,0,30,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1111,6.901737206656574,3.4339872044851463,4.48863636973214,7.013915474810528,1.3862943611198906,4.31748811353631
2,2020,3,20,9161,5,1221813483.0,240,98,468,3,10,118,65,63,79,3,0,10,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9869,9.122819774446688,5.484796933490655,6.150602768446279,9.197255132427527,1.3862943611198906,4.189654742026425
1,2022,4,22,3282,12,449701773.0,67,84,46,16,117,110,59,22,38,42,0,12,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3395,8.096512917501594,4.219507705176107,3.8501476017100584,8.130353547431238,1.3862943611198906,4.0943445622221
1,2023,3,29,596,0,67070410.0,29,9,12,0,52,100,72,42,66,18,4,19,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,637,6.391917113392602,3.4011973816621555,2.5649493574615367,6.45833828334479,1.6094379124341003,4.290459441148391
2,2023,3,14,320,6,116334601.0,5,48,2,1,9,142,70,76,79,26,0,11,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,327,5.771441123130016,1.791759469228055,1.0986122886681098,5.793013608384144,2.0794415416798357,4.2626798770413155
1,2022,10,21,2612,4,433356509.0,19,29,21,0,0,140,64,18,37,72,0,12,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2652,7.868254265520613,2.995732273553991,3.091042453358316,7.88344635413774,2.0794415416798357,4.174387269895637
1,2023,2,10,2040,4,165584767.0,81,27,66,9,444,116,90,96,73,62,0,9,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2187,7.621195162809845,4.406719247264253,4.204692619390966,7.690743163541872,1.6094379124341003,4.51085950651685
1,2022,5,13,2128,9,367814306.0,37,88,9,0,14,120,73,64,85,25,0,61,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2174,7.663407664893479,3.6375861597263857,2.302585092994046,7.684783943522785,1.3862943611198906,4.30406509320417
2,2022,4,1,2598,37,477033549.0,28,57,43,8,85,92,76,46,79,31,0,7,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2669,7.8628820346414905,3.367295829986474,3.784189633918261,7.8898337513942955,1.9459101490553132,4.343805421853684
1,2022,10,26,542,2,156214700.0,23,2,21,0,0,110,81,64,79,5,0,31,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,586,6.297109319933935,3.1780538303479458,3.091042453358316,6.375024819828097,1.3862943611198906,4.406719247264253
1,2022,1,21,2459,20,448843705.0,20,68,50,0,22,120,71,57,97,1,0,13,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2529,7.807916628926408,3.044522437723423,3.9318256327243257,7.835974581721566,2.4849066497880004,4.276666119016055
2,1995,7,11,10624,17,1357608774.0,21,0,386,0,0,80,63,40,61,9,0,56,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11031,9.270964993792617,3.091042453358316,5.958424693029782,9.308555419473137,1.9459101490553132,4.1588830833596715
2,2022,11,13,2418,26,294352144.0,52,66,55,1,16,115,95,43,69,47,0,9,31,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2525,7.791109510610028,3.970291913552122,4.02535169073515,7.8343923029104365,3.4657359027997265,4.564348191467836
1,2014,11,28,7536,7,972164968.0,44,19,135,0,6,76,58,46,67,65,0,13,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,7715,8.92757950384347,3.8066624897703196,4.912654885736052,8.951051374025619,1.6094379124341003,4.07753744390572
1,2017,2,20,10431,7,920045682.0,71,53,181,0,10,172,60,77,78,45,0,12,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,10683,9.252633284166434,4.276666119016055,5.204006687076795,9.276502574229852,1.9459101490553132,4.110873864173311
1,2016,9,9,15722,16,2420461338.0,231,37,1509,0,13,99,40,45,56,69,0,9,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,17462,9.662879887470275,5.44673737166631,7.31986492980897,9.767839635939845,1.791759469228055,3.713572066704308
1,2015,5,27,25744,4,1947371785.0,122,94,1992,0,18,136,36,12,57,9,0,14,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,27858,10.155995712480241,4.812184355372417,7.597396320212795,10.234911352935114,2.1972245773362196,3.6109179126442243
